temp_avg,humidity_avg,leaf_wetness_hours,soil_moisture,ph_water,ec_water,irrigation_l_day,plant_age_days,light_hours,disease_future
10.1,98.1,6,58.5,5.89,1.29,3.4,50,10.8,4
19.1,95.9,10,65.3,6.21,1.24,1.7,51,11.6,4
10.9,98.7,11,42.9,5.96,1.77,2.0,73,9.0,4
13.2,92.1,11,56.8,6.02,1.73,3.5,91,12.4,4
19.5,91.1,6,55.0,6.12,1.82,2.3,78,9.8,4
19.5,92.7,12,61.2,6.06,1.42,2.3,60,12.0,4
15.7,90.6,12,56.0,5.89,2.38,1.6,85,8.9,4
16.3,95.3,12,56.2,5.89,2.57,2.8,73,12.1,4
14.5,99.4,10,52.9,5.99,2.7,1.0,59,8.8,4
12.9,90.4,11,49.3,5.85,1.99,1.1,47,10.6,4
13.3,91.2,6,54.5,6.43,2.32,2.5,56,9.5,4
16.7,94.5,11,43.6,6.09,2.57,1.9,84,12.5,4
17.5,99.3,9,68.8,6.08,1.87,3.4,93,9.6,4
17.9,93.2,8,61.4,6.13,1.7,3.3,74,13.3,4
17.9,95.1,8,68.6,6.46,2.7,2.8,23,13.4,4
10.9,90.4,11,46.8,6.67,2.03,3.0,29,9.2,4
14.9,91.5,7,66.4,6.56,2.0,2.7,66,11.7,4
10.6,99.9,10,64.3,6.53,1.49,1.3,94,8.5,4
15.5,99.7,12,60.3,6.28,1.37,2.9,33,10.3,4
14.4,90.0,10,58.8,6.49,2.55,1.5,57,12.3,4
18.9,99.5,10,49.5,6.35,2.18,1.8,31,12.0,4
13.5,96.4,9,64.5,6.02,1.72,3.0,64,11.7,4
11.2,98.7,10,55.0,6.01,1.51,2.3,36,9.7,4
11.4,94.5,8,42.1,6.1,2.09,3.1,99,10.3,4
17.6,95.2,9,49.4,6.71,2.13,1.5,54,8.6,4
16.2,94.9,6,68.1,6.35,1.53,2.5,85,12.3,4
11.0,96.7,10,65.5,6.53,2.56,1.2,94,11.0,4
10.8,91.4,10,69.5,6.15,1.33,2.6,60,12.3,4
17.0,90.3,6,58.8,6.21,1.77,2.9,86,9.5,4
10.7,93.1,10,47.4,5.93,2.29,2.5,48,9.9,4
18.2,97.0,6,44.9,5.97,1.64,1.7,37,10.0,4
17.1,92.0,9,45.6,6.63,2.52,1.1,39,8.2,4
10.8,96.7,8,40.6,6.38,2.38,1.3,33,10.0,4
10.8,99.7,6,51.7,6.14,2.46,2.6,53,12.8,4
19.9,90.9,7,45.7,6.6,1.39,3.3,68,13.4,4
13.7,96.7,6,52.3,6.05,1.42,1.5,73,11.1,4
13.7,94.4,10,68.0,6.78,1.66,2.8,50,10.7,4
18.1,98.7,12,52.9,6.14,2.03,3.2,77,8.2,4
19.5,91.8,12,66.3,6.14,2.4,2.3,61,13.3,4
19.9,96.9,9,58.2,6.11,2.54,2.7,77,8.1,4
17.5,98.4,11,47.4,5.92,2.33,3.0,49,13.7,4
13.8,99.4,9,50.7,5.91,2.69,1.7,44,10.9,4
10.8,96.8,11,42.5,6.45,2.38,1.7,82,10.1,4
17.8,95.0,12,50.0,6.68,1.69,1.0,38,13.5,4
15.6,96.2,12,60.3,6.59,1.62,3.4,91,8.1,4
14.2,98.7,6,42.2,5.94,2.31,3.3,27,11.5,4
19.1,95.7,8,46.2,6.35,1.51,2.9,22,11.3,4
11.1,90.3,7,51.4,5.91,1.35,1.2,86,9.3,4
14.9,99.3,9,69.5,5.85,2.05,2.1,36,10.6,4
10.1,96.9,10,63.5,6.46,2.51,1.3,33,11.9,4
14.7,96.8,11,62.0,6.34,1.36,1.0,28,12.4,4
10.6,92.2,10,43.5,5.88,2.47,2.5,81,8.0,4
11.2,96.6,8,63.4,5.83,2.5,3.4,40,13.6,4
11.2,93.9,11,63.6,6.79,1.97,3.3,95,9.0,4
16.5,96.5,9,58.0,5.83,1.29,2.7,56,9.4,4
17.5,91.1,6,69.7,6.24,1.48,1.2,30,9.6,4
15.8,96.6,10,49.8,6.3,2.33,1.7,39,8.2,4
19.6,100.0,8,68.2,5.92,2.34,1.8,54,8.7,4
13.7,90.5,9,67.4,5.97,2.64,2.9,72,13.9,4
12.9,99.8,12,40.3,6.15,2.13,3.0,66,9.9,4
18.7,94.1,12,53.5,6.56,1.4,2.0,94,8.7,4
12.2,98.7,9,69.3,6.31,1.39,2.0,71,8.6,4
19.6,97.8,9,43.1,6.44,2.35,1.1,27,12.3,4
10.1,95.7,9,56.4,6.79,1.49,1.7,23,13.1,4
19.7,97.4,11,69.4,6.57,1.73,2.1,46,9.5,4
10.4,98.8,9,56.7,6.23,1.98,1.3,63,8.1,4
18.9,94.0,10,45.7,6.25,1.24,2.1,59,9.3,4
15.3,93.3,8,57.5,6.42,1.6,3.1,66,8.3,4
19.9,96.7,11,46.1,6.47,1.85,2.5,63,8.6,4
10.7,98.1,9,55.6,6.3,1.65,1.2,67,10.6,4
15.5,97.6,7,42.2,6.44,1.42,1.5,71,9.4,4
19.7,98.0,7,58.2,5.82,2.36,2.2,87,11.1,4
15.2,94.4,8,55.5,6.23,2.5,1.9,30,9.5,4
16.3,98.2,12,62.2,6.08,1.61,1.9,96,13.6,4
17.0,91.2,6,58.9,5.93,2.44,2.3,92,13.4,4
14.5,95.4,6,56.5,5.9,1.82,2.5,23,11.4,4
16.3,90.1,12,60.7,6.4,2.01,3.0,95,10.1,4
15.8,93.2,11,44.3,6.32,2.57,1.9,92,10.3,4
19.0,93.7,11,57.9,6.05,2.4,3.0,96,10.5,4
10.5,94.0,11,45.2,6.27,2.49,1.8,67,12.4,4
12.8,97.0,6,67.8,6.29,1.42,1.1,45,10.7,4
19.5,93.9,7,42.1,6.0,1.31,2.4,96,13.1,4
18.9,94.5,6,52.9,6.45,2.63,2.5,58,13.7,4
14.6,92.4,10,60.9,6.58,1.82,3.3,77,10.0,4
16.2,93.7,9,53.7,6.59,1.66,2.8,38,11.4,4
12.8,92.3,11,42.8,6.4,2.36,3.3,96,8.6,4
11.9,90.7,7,56.6,6.31,2.54,3.3,96,9.2,4
14.6,96.0,8,59.2,5.86,2.58,2.5,77,10.5,4
13.5,96.7,8,61.1,6.09,1.71,2.3,47,9.2,4
15.8,96.2,9,51.2,5.89,2.56,2.4,85,13.3,4
10.8,94.6,7,56.9,6.76,1.27,3.4,29,8.9,4
19.7,93.8,6,53.5,5.94,1.28,2.9,96,10.7,4
19.9,98.6,6,60.2,5.95,2.2,1.3,77,11.6,4
17.0,95.2,10,57.5,6.69,1.3,2.9,92,12.2,4
15.4,94.8,10,55.8,6.74,1.72,1.4,33,10.3,4
13.1,90.3,6,47.5,6.57,2.28,2.1,34,13.2,4
18.1,93.4,8,40.1,5.81,1.74,1.5,52,11.4,4
16.8,93.8,11,45.2,5.8,1.49,2.7,36,10.6,4
11.6,94.0,8,43.5,6.18,1.65,3.2,43,8.4,4
19.1,95.8,10,53.5,5.94,1.93,1.7,49,10.8,4
18.2,95.3,9,58.4,5.82,1.96,1.2,81,12.9,4
19.5,96.1,6,46.4,6.26,2.45,1.7,32,11.7,4
17.3,97.6,10,68.2,6.74,2.4,2.7,81,13.0,4
16.1,98.1,10,40.2,6.12,1.93,1.8,66,11.0,4
14.2,97.2,11,63.2,6.46,2.55,1.7,35,8.7,4
19.3,99.6,6,58.8,6.45,1.38,1.5,85,8.1,4
18.7,90.2,11,51.2,6.05,1.61,2.2,62,9.8,4
10.5,92.0,6,41.5,6.45,2.52,1.7,27,12.2,4
10.3,90.1,11,58.8,6.01,1.8,2.8,22,12.7,4
13.8,96.5,8,51.6,5.92,2.77,1.2,31,9.8,4
18.1,99.0,9,68.1,6.5,1.95,2.7,35,11.0,4
19.9,92.4,9,56.3,5.91,2.47,1.6,97,10.5,4
11.5,99.3,6,68.2,6.8,1.84,2.2,99,10.5,4
15.9,90.6,7,46.6,5.98,1.88,1.7,78,9.4,4
13.8,99.3,12,61.8,6.39,1.81,2.8,68,8.8,4
19.7,93.5,10,58.5,6.21,2.35,3.4,82,9.2,4
18.4,91.0,10,62.2,5.93,2.08,3.3,81,8.3,4
18.4,94.9,6,46.4,5.83,2.71,2.5,68,9.2,4
14.7,92.6,11,59.9,6.42,1.6,2.2,70,8.1,4
14.1,92.8,7,54.9,6.61,1.36,3.0,52,11.8,4
12.7,93.1,8,62.3,6.64,1.83,2.7,49,9.9,4
10.6,98.0,11,49.8,6.28,2.19,1.5,78,13.8,4
18.6,95.4,11,66.7,6.58,2.58,3.1,95,9.2,4
18.1,93.1,6,42.5,6.47,1.75,2.1,34,10.1,4
20.0,96.1,6,64.2,6.52,2.25,1.5,42,10.1,4
20.0,97.2,10,65.8,6.29,1.76,1.7,97,8.1,4
15.6,92.7,6,64.5,6.43,2.19,1.7,64,13.0,4
17.7,94.1,6,55.4,6.61,2.62,2.3,81,8.2,4
19.4,91.2,6,53.2,6.2,1.57,1.6,98,13.6,4
18.5,91.8,10,69.9,6.61,1.85,1.3,90,13.4,4
12.5,96.8,8,46.9,6.39,2.79,1.3,34,11.2,4
14.5,91.8,8,56.4,5.97,2.59,2.5,65,11.3,4
11.3,95.3,12,60.1,5.82,2.1,2.8,83,11.9,4
19.5,97.1,12,61.0,6.16,2.03,1.8,65,10.3,4
16.1,91.1,6,46.1,6.35,1.66,1.1,75,11.9,4
12.3,95.7,12,59.6,6.64,2.03,1.3,63,8.3,4
16.7,92.6,10,64.6,5.93,2.56,3.3,94,8.3,4
16.2,99.6,8,41.5,6.6,2.3,2.2,48,10.7,4
13.6,94.8,11,67.3,6.66,1.66,2.1,81,11.3,4
11.1,98.1,8,40.9,5.95,1.52,1.1,71,13.3,4
16.7,95.5,8,50.7,6.65,1.62,2.8,73,8.6,4
15.2,90.4,10,40.5,6.79,1.47,2.3,76,12.9,4
17.7,96.3,12,42.3,6.53,1.35,1.5,85,9.3,4
15.2,99.5,11,67.3,6.58,1.87,1.3,41,10.4,4
18.5,96.0,10,50.6,6.79,1.38,2.0,39,9.9,4
15.5,98.2,6,52.7,6.41,1.48,3.1,52,10.4,4
15.6,98.8,9,46.5,6.11,2.08,3.2,91,8.9,4
18.8,92.3,8,57.9,6.64,1.46,2.5,44,11.0,4
14.0,92.1,9,57.8,6.41,1.3,2.8,65,12.8,4
11.3,96.1,10,51.2,6.38,1.71,1.3,92,10.6,4
10.3,94.1,10,50.0,6.05,1.55,2.5,76,10.9,4
17.6,98.4,10,66.5,6.56,2.02,2.7,24,13.1,4
16.2,99.0,9,51.5,5.88,1.36,1.5,74,12.2,4
17.0,93.5,10,54.8,6.72,2.4,3.2,80,10.9,4
12.1,92.4,6,48.5,6.13,2.65,1.5,27,9.5,4
11.4,97.8,10,63.6,5.93,2.39,1.8,35,13.3,4
10.1,92.7,7,51.9,6.24,2.05,2.6,67,11.5,4
13.5,98.2,12,55.4,5.84,2.58,2.6,80,9.3,4
15.9,94.2,9,47.6,6.48,2.31,2.7,34,9.6,4
13.9,96.7,7,69.6,6.7,1.22,1.3,84,12.8,4
14.4,91.0,10,48.7,6.64,1.83,3.1,41,8.3,4
19.0,96.2,6,63.1,5.93,2.56,2.3,22,14.0,4
13.5,94.5,8,52.8,5.93,1.75,2.2,73,8.8,4
15.1,95.9,11,46.2,6.61,1.26,3.5,33,12.8,4
17.8,91.7,12,64.0,6.72,2.39,2.9,55,10.4,4
14.0,97.4,11,50.0,6.26,2.48,1.3,86,11.0,4
16.2,98.6,10,66.0,6.3,1.46,2.9,29,13.3,4
18.6,92.2,12,67.5,6.12,2.06,1.2,68,10.5,4
19.5,91.0,12,65.8,6.69,1.51,1.1,84,11.2,4
11.5,90.2,6,41.1,6.44,2.35,2.0,76,8.3,4
19.3,96.4,12,63.6,6.09,1.63,3.5,46,8.0,4
14.9,96.1,9,52.3,6.1,1.71,1.4,94,9.5,4
12.6,95.5,7,66.2,6.69,2.55,2.7,24,12.1,4
14.6,92.3,7,59.1,5.81,1.96,1.4,90,8.7,4
19.8,93.9,7,65.0,6.12,2.27,2.8,76,8.7,4
14.9,95.9,9,55.0,6.35,1.84,2.3,34,10.5,4
13.3,95.0,11,56.1,5.95,1.68,2.7,95,11.9,4
16.3,99.9,6,44.3,5.89,2.2,1.5,49,12.3,4
12.4,91.4,12,63.5,6.62,1.45,2.9,39,9.1,4
10.8,97.0,9,52.6,6.69,1.8,3.5,56,8.5,4
11.3,94.0,7,55.0,6.62,1.53,2.7,22,13.6,4
11.3,94.3,10,63.6,6.7,2.31,2.2,92,9.6,4
11.5,97.2,8,58.0,6.35,2.71,3.3,60,13.1,4
11.4,96.9,12,46.0,6.61,2.79,1.0,58,13.2,4
16.4,99.9,9,57.7,6.18,1.92,2.8,45,12.6,4
11.8,91.3,9,52.2,6.47,1.6,3.2,21,9.0,4
13.5,91.0,6,54.1,6.79,1.91,1.2,42,12.9,4
19.0,97.2,6,40.8,6.03,2.56,2.1,42,12.6,4
14.7,95.8,9,46.3,6.19,1.53,1.5,35,11.6,4
16.7,92.7,7,48.4,6.28,2.72,2.4,28,10.0,4
11.7,90.8,8,61.4,5.94,1.75,2.6,32,9.6,4
11.9,90.9,12,40.3,5.88,2.78,1.8,47,8.7,4
10.4,98.9,6,52.3,6.63,2.54,2.1,46,11.1,4
11.7,91.9,12,67.7,6.78,2.49,1.7,70,11.5,4
12.8,93.2,7,43.4,6.2,1.71,1.9,83,10.2,4
11.8,92.3,12,55.5,5.89,1.21,1.4,71,10.9,4
10.9,93.5,10,63.6,5.87,1.81,3.2,57,10.2,4
11.2,90.7,6,68.3,6.69,1.68,1.0,84,11.8,4
14.6,95.2,7,62.4,6.26,1.26,3.2,37,13.4,4
12.1,90.7,7,61.6,6.12,2.01,2.4,82,9.0,4
13.6,98.0,8,64.8,6.28,1.84,1.8,70,10.3,4
15.0,92.3,8,53.4,6.12,2.22,2.8,28,8.8,4
16.9,95.4,10,64.2,6.29,2.19,2.3,32,11.7,4
10.4,98.8,7,40.2,6.66,1.39,2.2,59,12.4,4
18.0,96.5,11,67.7,6.39,2.76,1.3,74,13.6,4
16.3,95.3,7,53.3,6.49,1.5,2.0,98,9.7,4
10.8,93.2,8,56.6,6.16,1.91,1.6,62,13.7,4
18.7,93.3,11,47.6,6.54,1.98,1.0,63,8.4,4
19.2,96.7,6,62.3,6.47,2.5,1.9,87,11.6,4
10.6,99.9,6,42.3,5.92,1.36,1.2,52,8.3,4
12.8,96.6,12,66.2,6.37,1.89,1.6,43,13.4,4
18.1,95.6,9,64.8,6.06,2.21,1.2,55,11.2,4
17.5,97.3,8,46.5,6.6,1.54,1.3,29,12.0,4
11.8,94.7,9,64.3,6.23,2.2,1.5,39,13.0,4
12.1,90.6,11,63.6,6.79,2.68,3.5,94,8.9,4
13.7,95.6,8,59.0,5.89,2.8,1.0,31,8.2,4
14.8,99.6,10,51.2,6.58,1.25,2.6,81,13.3,4
16.2,91.8,7,48.1,6.47,1.58,1.4,37,9.9,4
13.7,96.9,10,47.0,6.57,1.7,3.3,82,8.8,4
14.6,92.0,11,49.6,6.11,1.84,1.2,44,10.8,4
17.5,95.4,8,67.1,6.29,1.59,3.4,31,11.6,4
10.4,91.0,11,42.3,6.6,1.53,2.5,40,8.2,4
12.5,94.5,7,64.9,6.03,2.73,1.0,44,9.6,4
17.1,97.6,6,50.5,6.03,2.67,3.2,30,8.2,4
19.0,93.5,6,55.6,6.35,1.28,2.3,83,10.5,4
15.1,96.6,11,63.8,6.32,1.74,1.7,92,13.4,4
15.3,98.0,9,66.5,6.08,1.85,2.9,69,13.9,4
11.1,99.3,8,50.3,6.1,1.58,3.3,81,11.8,4
14.5,92.3,8,53.9,6.08,2.21,2.2,68,9.0,4
15.3,94.0,6,52.4,6.57,2.22,1.8,33,13.4,4
12.4,91.5,12,40.4,6.45,2.56,3.0,20,11.1,4
12.7,99.9,10,48.9,6.63,2.39,2.7,44,8.9,4
13.8,99.3,12,53.8,6.78,2.07,3.2,78,13.5,4
10.2,95.4,7,52.3,6.27,2.25,2.7,91,12.5,4
13.2,98.4,10,61.7,5.87,1.64,1.6,88,12.4,4
12.1,95.2,10,51.5,5.85,2.15,3.3,24,12.3,4
13.3,96.2,11,54.7,6.1,1.98,1.3,38,9.2,4
11.2,90.9,6,52.9,6.73,1.41,1.7,42,9.3,4
18.9,97.6,12,62.2,6.32,1.59,2.3,28,12.1,4
15.9,91.3,12,65.9,6.07,1.67,2.4,69,9.3,4
16.8,98.3,6,56.0,6.2,2.68,1.0,35,10.6,4
17.9,97.8,12,63.7,6.4,1.57,3.0,52,12.7,4
15.0,97.1,6,48.9,6.45,1.66,1.9,21,12.7,4
10.9,90.4,11,56.2,5.95,1.79,2.0,33,10.7,4
15.4,93.0,9,50.4,6.78,2.26,3.0,20,12.8,4
15.9,92.6,10,52.4,6.34,1.39,1.9,77,13.0,4
17.5,93.6,11,62.0,5.94,2.73,1.1,35,11.9,4
14.3,90.9,8,66.4,6.69,2.58,1.4,98,9.4,4
11.3,99.4,7,43.6,5.87,2.12,3.4,66,9.6,4
12.8,95.5,9,59.0,6.71,2.28,1.2,63,9.9,4
13.6,93.1,8,57.5,6.8,1.23,1.9,99,8.7,4
16.5,94.0,10,43.6,6.5,1.74,2.3,33,9.6,4
15.7,94.5,12,46.4,6.57,2.47,2.2,43,9.3,4
13.6,96.0,6,49.3,6.14,1.32,1.0,74,10.7,4
19.9,95.2,10,45.0,6.74,1.65,2.3,34,13.5,4
16.1,99.2,11,47.3,6.33,2.14,2.0,91,8.6,4
12.4,95.0,7,48.0,6.53,1.61,3.4,53,12.3,4
11.0,99.9,11,50.1,6.72,2.69,1.4,21,12.1,4
11.5,98.5,9,62.5,6.78,1.41,1.9,46,8.6,4
12.5,92.1,9,57.2,6.63,2.48,2.0,93,13.5,4
11.6,99.3,7,69.6,6.1,2.01,2.0,91,11.4,4
11.9,91.2,8,52.4,6.77,2.4,2.7,42,10.2,4
12.9,98.2,8,62.6,6.43,1.7,1.5,87,12.5,4
11.7,93.8,9,66.1,6.73,2.02,1.6,33,9.5,4
19.0,98.8,9,60.4,6.48,2.57,2.8,82,12.2,4
10.8,98.7,12,52.4,6.11,1.95,2.3,84,8.2,4
15.2,98.1,6,62.6,6.17,1.78,2.0,87,13.0,4
14.1,97.9,12,46.1,6.35,2.06,1.4,82,10.7,4
19.8,93.0,12,49.8,6.59,2.35,1.5,83,11.8,4
11.1,90.8,8,56.4,6.12,1.91,1.0,51,9.3,4
14.0,94.0,7,57.3,6.38,2.7,1.2,98,12.1,4
19.7,91.7,8,40.7,6.15,1.67,2.4,32,12.6,4
18.7,96.9,6,68.4,6.62,1.96,3.2,85,10.8,4
18.2,93.5,11,60.9,6.27,2.41,1.7,38,11.7,4
12.6,99.8,9,54.9,5.88,2.3,1.8,43,10.7,4
11.7,96.4,9,68.0,5.97,2.58,1.3,30,13.4,4
16.7,98.2,6,53.2,5.86,2.79,2.0,78,11.0,4
19.3,91.3,12,69.4,6.3,1.88,1.1,34,13.1,4
15.6,98.6,7,55.4,5.91,1.38,3.3,29,12.8,4
15.7,99.2,9,43.4,5.91,1.25,2.7,60,10.5,4
12.8,94.9,10,62.9,6.74,2.36,3.5,46,9.4,4
17.7,96.1,12,60.4,6.67,2.6,3.2,79,10.4,4
11.9,97.6,9,63.2,6.25,1.55,2.2,92,13.0,4
13.2,91.7,10,68.5,6.79,1.45,2.3,71,9.4,4
14.3,95.0,6,63.3,5.8,1.3,1.5,47,11.1,4
15.1,94.0,6,58.3,6.41,2.52,2.2,84,12.8,4
12.4,91.5,12,65.7,6.42,1.7,3.3,36,10.1,4
11.1,93.7,9,60.2,6.26,1.84,1.1,63,11.9,4
16.1,90.7,8,52.2,6.2,2.0,3.2,29,9.5,4
12.9,90.3,10,66.6,6.26,2.54,1.9,82,8.7,4
15.8,91.4,7,46.7,6.21,2.24,3.2,66,12.8,4
11.5,99.6,9,61.4,6.53,2.18,3.4,57,8.6,4
14.8,95.5,7,66.4,5.94,1.48,2.7,89,9.6,4
15.3,99.7,9,61.9,6.0,2.02,2.7,95,13.1,4
10.5,94.3,8,60.9,5.98,2.34,2.1,72,10.1,4
13.4,93.1,8,62.6,6.06,2.76,3.1,97,13.8,4
11.3,95.1,12,54.0,6.33,1.52,3.4,63,13.9,4
10.6,94.4,12,66.2,5.91,1.22,2.9,93,9.6,4
19.9,91.1,8,46.1,6.67,1.32,2.6,73,8.2,4
13.2,96.4,11,43.8,6.1,1.8,2.5,39,12.2,4
18.1,92.2,8,48.6,5.96,2.51,3.1,98,10.7,4
12.5,96.2,6,55.9,6.48,1.21,2.4,50,8.6,4
16.8,96.5,6,55.3,5.84,1.93,3.0,26,12.2,4
17.6,91.5,11,64.6,6.42,1.73,2.3,77,8.2,4
16.0,90.6,10,52.1,6.5,1.28,1.2,29,13.2,4
14.7,97.8,7,54.5,6.01,1.92,2.0,29,8.8,4
14.1,94.6,9,40.4,5.84,1.61,2.1,58,8.8,4
13.5,90.6,9,52.3,6.16,1.76,1.4,47,9.1,4
19.3,99.9,11,59.4,5.9,2.33,1.3,49,13.8,4
18.3,90.6,6,40.5,5.92,2.03,2.3,56,12.2,4
19.7,97.0,12,48.4,6.05,1.4,1.2,86,12.8,4
11.2,99.8,9,46.2,6.1,2.74,1.8,62,10.4,4
17.3,92.4,6,41.3,6.33,2.22,2.9,98,10.0,4
19.4,91.4,10,54.4,6.48,2.43,3.4,71,9.4,4
11.8,91.2,7,45.5,6.39,1.33,2.8,75,10.9,4
10.7,93.0,10,62.3,5.95,1.28,3.5,95,11.3,4
17.4,91.0,11,65.4,5.97,1.23,2.7,87,11.8,4
15.7,96.9,8,56.4,6.68,1.5,1.7,28,9.5,4
18.4,90.6,8,69.5,6.36,1.86,2.7,42,13.7,4
11.4,95.1,8,53.5,6.67,2.7,2.8,82,9.0,4
18.0,100.0,10,55.4,6.17,1.93,1.9,80,13.8,4
12.0,98.1,9,69.7,6.41,1.66,1.0,59,8.1,4
11.6,96.2,7,46.9,6.32,2.1,2.8,63,10.9,4
11.6,93.1,8,68.3,6.12,1.38,1.1,43,10.0,4
18.1,96.2,11,41.3,6.27,2.18,2.6,70,10.7,4
16.7,95.3,11,53.4,6.3,2.11,1.4,77,11.4,4
15.2,94.3,8,42.1,6.0,2.47,2.4,52,10.6,4
13.6,91.3,8,61.9,6.12,2.78,2.3,35,10.5,4
18.8,98.9,7,58.3,6.59,1.6,1.0,41,12.4,4
13.9,94.5,8,61.2,6.72,2.02,1.9,76,12.1,4
18.2,91.9,7,51.2,6.16,2.65,2.5,81,13.0,4
14.4,93.7,11,51.1,6.11,2.46,3.1,90,9.5,4
13.8,94.1,8,41.4,6.0,1.98,3.2,91,11.7,4
14.6,98.3,10,50.5,6.48,2.71,2.2,89,11.5,4
13.0,97.3,12,67.9,6.12,1.29,2.8,49,10.2,4
17.5,97.7,10,51.4,6.79,2.69,1.8,42,10.9,4
15.0,90.1,11,64.9,6.13,1.28,1.9,51,9.9,4
12.3,94.2,7,65.3,6.19,2.08,1.5,76,8.9,4
19.0,94.8,10,51.2,6.4,2.62,2.4,28,9.3,4
13.8,90.2,7,59.0,6.6,1.62,1.8,50,8.6,4
15.4,92.6,10,42.9,6.27,1.96,1.2,90,12.1,4
19.1,97.6,10,43.1,6.22,1.72,2.7,28,12.0,4
16.2,91.4,7,41.5,6.8,2.72,2.8,32,13.7,4
11.2,95.4,9,57.4,5.81,2.52,1.9,77,12.4,4
19.4,92.2,10,52.8,6.7,2.33,1.2,22,8.3,4
16.3,90.1,8,56.4,5.95,2.14,2.1,54,13.3,4
13.3,92.4,12,55.6,6.59,2.51,2.1,40,13.2,4
11.4,99.8,11,50.5,6.42,1.83,2.7,83,10.7,4
17.9,98.0,9,60.3,6.14,1.92,1.8,71,11.5,4
16.2,99.6,7,62.8,6.67,2.37,2.7,53,13.9,4
15.3,94.9,9,40.4,5.81,1.77,3.2,54,11.2,4
18.9,91.1,6,46.2,6.03,1.3,1.6,34,13.4,4
17.9,95.5,6,61.4,6.37,1.32,3.4,25,8.5,4
11.5,94.5,10,51.6,6.15,1.38,2.0,51,9.1,4
13.1,98.4,10,59.9,6.41,2.59,1.7,71,10.6,4
12.5,91.0,8,50.4,5.82,1.96,2.1,47,11.5,4
17.4,94.9,12,51.7,5.92,2.34,1.2,83,12.9,4
10.3,91.5,11,44.8,5.93,1.83,1.3,98,13.9,4
15.7,93.2,9,47.7,5.99,1.61,2.0,97,10.3,4
17.6,97.4,6,58.2,6.26,1.76,2.9,38,8.3,4
18.8,94.8,10,53.0,6.55,2.47,3.3,34,12.8,4
13.4,93.8,11,63.2,6.71,2.2,2.7,25,11.6,4
18.2,93.9,9,65.6,6.64,2.7,1.3,92,9.2,4
11.1,94.6,10,56.2,6.0,2.29,2.7,57,11.0,4
18.5,97.9,10,62.7,6.24,2.11,2.6,45,12.5,4
11.3,98.9,6,49.2,6.0,2.18,3.0,70,12.6,4
14.0,99.6,6,52.4,6.06,2.71,3.1,92,11.0,4
18.0,97.9,10,61.4,6.3,2.46,3.2,72,9.8,4
11.5,93.2,7,51.6,5.87,1.24,2.0,75,13.8,4
12.3,96.9,10,57.7,6.02,2.05,2.7,78,12.0,4
17.2,94.4,11,45.6,6.74,2.3,1.7,89,10.4,4
17.2,92.5,10,58.0,6.27,2.4,3.5,97,9.7,4
16.4,98.4,8,65.8,6.25,1.54,1.4,77,12.4,4
16.9,90.4,12,66.1,5.81,2.59,1.0,32,9.5,4
15.4,99.0,8,61.7,6.05,2.73,1.4,62,9.0,4
12.5,94.6,8,62.4,6.67,1.58,2.9,95,11.2,4
13.5,96.4,7,56.7,5.96,2.61,2.1,70,9.7,4
11.8,96.6,7,57.5,6.22,1.36,2.1,38,11.8,4
19.1,99.0,10,44.0,5.81,1.29,3.4,40,8.7,4
15.8,96.4,8,53.3,6.28,1.41,3.3,43,11.9,4
14.0,96.1,7,53.5,5.82,1.29,1.8,45,9.7,4
14.6,90.7,6,68.8,6.62,2.55,1.5,64,8.0,4
19.5,95.2,10,52.9,6.62,1.29,3.1,47,8.8,4
11.5,91.5,11,56.5,6.59,1.63,3.3,48,13.6,4
15.9,97.4,12,56.0,6.08,1.37,2.4,36,13.2,4
15.1,95.1,9,59.1,6.64,1.67,2.6,87,9.4,4
16.1,96.8,10,62.4,6.34,1.34,1.6,63,12.7,4
10.2,90.4,9,46.8,6.17,2.27,3.0,80,11.7,4
18.7,90.8,8,55.9,6.43,1.41,2.6,87,13.8,4
19.3,97.2,12,64.8,5.81,2.56,2.3,93,10.2,4
15.7,90.7,9,53.9,5.94,2.51,1.2,44,12.1,4
17.0,90.7,8,48.4,6.54,1.22,3.3,86,8.4,4
19.2,90.1,6,59.6,6.04,2.63,2.5,21,10.4,4
17.1,99.6,9,64.7,6.4,1.25,1.5,68,13.8,4
11.5,97.4,12,41.9,6.19,1.58,2.5,89,11.2,4
15.8,93.5,10,63.3,6.65,1.25,2.7,45,9.7,4
16.1,93.0,8,64.6,6.75,1.74,2.3,91,8.7,4
14.2,93.5,10,53.8,6.68,2.02,2.8,46,12.2,4
17.4,97.7,12,69.5,6.07,2.47,2.5,37,11.9,4
19.3,96.6,7,63.6,5.99,1.74,3.4,73,10.2,4
19.3,91.9,8,63.2,6.27,2.33,1.1,20,13.7,4
14.5,91.7,9,62.4,5.81,1.5,1.3,80,8.1,4
11.1,91.0,8,44.5,5.83,2.4,1.4,22,9.8,4
19.8,96.6,10,46.5,6.35,1.58,2.7,87,13.5,4
18.4,97.6,6,53.9,6.32,1.43,2.6,60,9.9,4
11.2,92.7,8,47.9,6.79,1.5,3.2,56,9.5,4
19.2,90.2,9,52.5,6.0,1.49,2.8,70,11.2,4
18.7,90.8,7,66.7,6.06,2.02,2.3,34,12.9,4
15.2,99.7,11,64.7,5.91,2.55,3.5,27,8.6,4
